	SFC-023_S32_L002_alignment.bam	SFC-025_S33_L002_alignment.bam	SFC13_S23_L002_alignment.bam	SFC14_S17_L001_alignment.bam	SFC15-CM_S29_L002_alignment.bam	SFC16_S6_L001_alignment.bam	SFC17_S7_L001_alignment.bam	SFC-18_S20_L002_alignment.bam	SFC19_S24_L002_alignment.bam	SFC-21_S22_L002_alignment.bam	SFC22_S9_L001_alignment.bam	SFD1-CM_S28_L002_alignment.bam	SFM-10_S1_L001_alignment.bam	SFM-1_S11_L001_alignment.bam	SFM-3_S12_L001_alignment.bam	SFM-5_S2_L001_alignment.bam	SFM-6_S3_L001_alignment.bam	SFM-7_S13_L001_alignment.bam	SFM-8_S8_L001_alignment.bam	SFM9_S10_L001_alignment.bam	SFU2_S5_L001_alignment.bam	SFU-3_S21_L002_alignment.bam	SXC2_S4_L001_alignment.bam	IFC63_S16_L001_alignment.bam	IFC66_S31_L002_alignment.bam	IFD6_S1alignment.bam	IFD8_S2alignment.bam	IFM047_S10alignment.bam	IFM-049_S6alignment.bam	IFM050_S11alignment.bam	IFM054_S12alignment.bam	IFM058_S13alignment.bam	IFM060_S14alignment.bam	IFM061_S15alignment.bam	IFM12_S16alignment.bam	IFM14_S7alignment.bam	IFM21_S3alignment.bam	IFM23_S4alignment.bam	IFM24_S5alignment.bam	IFM26_S8alignment.bam	IFM27_S9alignment.bam	IFM53_S14_L001_alignment.bam	IFM56_S15alignment.bam	IFM57_S30_L002_alignment.bam
Cluster-10.118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.119	0	0	0	0	191	0	0	0	0	0	0	0	1	0	0	0	0	898	0	0	0	0	0	11	8	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0
Cluster-10.120	0	0	3	0	0	0	4	2	0	338	0	0	0	2	3	5	1	11	0	0	0	0	0	2	7	0	3	4	1	8	1	21	0	1	0	0	4	0	3	23	3	0	0	0
Cluster-10.121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	52	0	1	1	1	0	0	0	17	3	1	0	0	0	0
Cluster-10.122	0	0	1	477	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	83	662	0	80	0	0	0	0	0	0	1	0	1	267	1	0	0	0	112	0	0	0	0	0
Cluster-10.123	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	2	0	16	0	0	0	0	0	0
Cluster-10.125	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.126	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	17	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0
Cluster-10.127	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.128	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	1	35	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.130	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.131	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.132	0	0	0	0	0	0	0	0	0	0	1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	42	0	0	0	0	0	0	0	0	0	6	0	0	0
Cluster-10.134	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.135	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.136	2	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	1	5	13	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.137	0	0	9	0	0	3	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.138	0	1	413	0	16	0	0	0	62	0	180	0	6	0	210	0	0	0	0	0	20	0	186	16	0	29	7	0	26	0	2	0	0	56	0	0	0	0	36	0	0	0	0	7
Cluster-10.139	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	36	0	0	0	0	14	6	0	0	0	0	2	0	0	0
Cluster-10.140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	7661	0	0	0	0	1	16	0	0	0	0	0	0	0	0
Cluster-10.141	0	0	0	0	0	8	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	3	0	0	0	0	0	38	0	0	1	0	0	12	0	0	0
Cluster-10.142	0	1	3	205	0	0	415	0	0	0	0	0	0	0	0	0	0	1	0	0	0	717	0	0	0	8	10	4	1	1	3	0	1	0	14	0	0	0	0	0	0	1	0	0
Cluster-10.143	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	3	12	24	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.144	0	0	0	0	779	0	0	0	0	0	0	0	0	0	0	0	11	181	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	121	0	0	0	0	0	0	0	0	0
Cluster-10.145	0	0	0	0	0	2	39	0	0	0	0	0	0	0	0	0	4	23	2	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	1	0	0	2	1	0	0	1	0	0
Cluster-10.146	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.147	0	2	55	258	10	17	1	0	0	69	3	0	11	5	1005	4	2	286	4	0	5	961	297	0	4	11	0	1	82	4	4	2	4	3	239	0	170	6	5	0	75	5	19	0
Cluster-10.148	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	340	356	0	1	0	1	0	0	20	0	0	92	2	0	329	0	0	0
Cluster-10.149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	19	0	0	0
Cluster-10.150	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1418	1	0	0	0	1	0	1	0	1	0	0	0	0	0
Cluster-10.152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
Cluster-10.154	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	24	2	0	0	0	0	0	0	0	0	0	115	743	0	3821	172	4	0	0	0	0	1	0	0	0	0	0	0	0
Cluster-10.155	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	102	13	0	1	0	0	0	0	0	0	5	625	4526	6	27936	1194	13	0	0	2	4	1	2	1	3	2	0	0	0
Cluster-10.156	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	2	0	0	178	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Cluster-10.157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Cluster-10.158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1369	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Cluster-10.159	1	0	3	0	0	0	1	0	0	0	1307	0	1	2	1	0	1	1	0	0	0	0	0	0	6	1	1	14	1	3	3	2	0	2	0	0	5	0	0	1	4	0	0	0
Cluster-10.160	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	10	0	143	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cluster-10.162	3	0	13	2	6	1	0	0	2	36	1	1	0	0	46	0	0	23	2	0	1	0	6	0	4	8	2	1	2	1	6	0	2	0	6	1	0	0	0	0	2	0	0	0
Cluster-10.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cluster-10.164	0	0	0	0	0	0	0	72	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	1	0	2	0	0	2	0	0
Cluster-10.165	0	0	6	0	0	0	1	2	2	0	2	0	2	12	1	0	5	0	10	0	2	7	0	0	2	316	11	10	7	65	2	6	0	2	5	0	2	10	5	3	5	2	0	1
Cluster-10.166	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.167	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1083	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Cluster-10.170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	6	16	0	5	2	0	0	0	0	0	0	0	1	0	0	0	0	0
Cluster-10.172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0
Cluster-10.173	2	0	33	0	0	0	0	0	17	1	0	0	1	34	2	0	4	0	2	0	16	0	0	41	1	0	0	2	3	0	0	0	0	38	0	1	10	0	29	2	2	0	0	0
Cluster-10.174	0	0	46	0	3	0	0	0	0	0	0	0	0	0	907	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
Cluster-10.175	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	119	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	13	9900	2	0	0	1	0	0	1	1	0	2	1	0	0	0
Cluster-10.177	0	0	0	2	0	0	0	0	0	0	14	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	4
Cluster-10.178	0	0	13	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	1	0	0	0	0
Cluster-10.179	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.180	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.181	0	0	0	0	0	0	2	0	0	0	0	0	5	967	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	3	1	0	0
Cluster-10.182	0	0	0	0	0	0	0	0	0	0	27	0	0	5	0	0	2	0	16	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	6
Cluster-10.183	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	480	0	0	0	0	0	0	11	0	0	7	0	0	0	0	0	0	1	0	0
Cluster-10.184	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	10	0	0	4	0	0	57	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	1	0	0
Cluster-10.185	0	0	0	0	0	0	457	0	0	0	1	1	0	8	0	0	0	0	14	0	0	0	0	0	3122	1	202	4125	3	26	675	9	0	0	0	4	0	1	1	0	0	17	0	1
Cluster-10.186	0	32	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Cluster-10.187	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	25	0	0	75	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.188	3	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.189	1	0	0	0	0	12	0	0	0	0	0	0	11	0	0	0	0	0	15	0	7	0	0	13	65	0	0	0	0	3	0	0	0	12	57	0	84	0	4	0	90	1	0	0
Cluster-10.190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.191	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2441	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.193	0	0	1	0	0	0	31	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	24	0	0
Cluster-10.194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	46	16	26	2	24	0	0	0	3	0	0	300	0	0	0	0	0	0
Cluster-10.195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	185	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Cluster-10.196	0	1	0	0	0	0	143	7	0	59	421	0	0	0	0	0	1	2	0	0	2	1	0	0	0	1	0	0	0	1	0	0	2	2	30	0	2	0	0	0	0	0	0	641
Cluster-10.197	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	25	27	0	0	12	0	0	0	0	0	0	0	0	16	0	0	0	0
Cluster-10.198	369	0	0	0	0	0	0	3	0	0	0	0	5	68	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	15	0	0	19	0	6	3	0	49	1	69	0	0	1
Cluster-10.199	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	25	0	0	9	0	0	1	1	1	1	0	0	0	86	0	0	0	0	18	0	1	0	0	0
Cluster-10.200	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	834	0	1	26	0	0	3	0	506	0
Cluster-10.201	0	0	0	0	2	0	1	0	0	0	6	0	0	0	0	0	0	55	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	8	0	0	2	0	9	0	0	18	0	0
Cluster-10.202	0	0	0	0	1410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.204	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	20	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.205	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Cluster-10.207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Cluster-10.208	0	0	5	1	1	2492	23	0	21	0	1	0	0	1	6	0	0	0	19	0	1	1	1	1	1	2	1	5	3450	60	5	2	1	3	5	0	1	2997	3	4	1	1061	0	0
Cluster-10.209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	2	1	0	0	14	0	2	0	0	1	0	0	0	0	3	0	0
Cluster-10.210	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.211	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.212	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	348	0	0	15	0	0	0	0	0	0
Cluster-10.213	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	3	0	0	5	0	2	0	0	1	0	0
Cluster-10.215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2591	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Cluster-10.217	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
Cluster-10.218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.219	1	0	7	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	3	1	1	2	0	31	0	1	0	0	0	0	1	1	1	3	1	0	0	0
Cluster-10.220	4	0	24	0	94	6	5	0	41	72	77	0	18	410	21	0	0	5	0	0	42	2	2	25	27	0	45	51	58	61	38	9	0	80	8	0	37	0	87	0	0	16	0	11
Cluster-10.221	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.222	12	0	1	9	22	7	5	3	1	4	18	0	2	971	9	13	1	0	1	0	12	23	75	1	7	0	0	0	0	0	0	0	15	3	0	0	0	0	0	0	0	176	26	6
Cluster-10.223	0	0	0	0	0	0	2	0	0	0	1883	0	0	0	0	0	0	0	219	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76
Cluster-10.224	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	217	0	0	0	0	0	2	0	29	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.225	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.226	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1007	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0
Cluster-10.228	0	1	0	0	62	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	17	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0
Cluster-10.230	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	24	0	0	0	0	0	1	0	0	2	4	14	1	4718	0	0	0	1	0	0	1	1	1	1	17	3	0	0
Cluster-10.231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Cluster-10.233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.234	34	1	157	0	116	106	37	0	1	0	63	0	233	46	228	9	12	55	261	0	78	0	65	89	57	341	637	137	66	12	171	116	51	196	151	43	178	73	220	82	18	18	15	73
Cluster-10.235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	38
Cluster-10.236	1	0	0	1	0	2	0	2063	0	2	1	0	0	5	1	2	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	1	0	1	0	0	0	0	0	13	0	2	1
Cluster-10.237	2	0	0	0	0	19	0	0	0	0	4	0	16	0	0	0	0	0	47	0	26	0	0	14	186	0	0	1	2	1	0	0	0	30	42	0	129	38	2	0	71	8	0	0
Cluster-10.238	0	0	181	0	55	0	1	0	0	0	510	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	24	5	0	0	0	0	0	0	0	0	0	0	0	0	0	21
Cluster-10.239	0	0	1	0	0	9	6	0	0	0	0	0	0	8	0	0	1	5	2	0	0	3	3	0	0	0	1	2	5	39	1	4	0	0	5	50	0	1	4	0	144	0	0	0
Cluster-10.240	0	2	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	52	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cluster-10.241	1	0	0	0	1	0	0	0	0	0	271	0	1	1	1	1	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	1	0	9	0	0	8	0	0	0	0	1	26
Cluster-10.242	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	24	0	0	0	0	0	0	0	6	0	0	0	0
Cluster-10.243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	6668	0	0	0	0	2	1	0	2	1	0	0	0	0	0
Cluster-10.245	0	0	0	0	0	0	270	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	8224	0	0	0	0	0	0	1	1	0	1	2	0	0	0
Cluster-10.246	0	1	0	0	96	0	48	0	23	0	0	0	21	1	0	0	0	0	0	0	37	1	0	139	0	0	0	11	165	11	5	0	0	95	0	0	19	0	50	3042	170	4	0	0
Cluster-10.247	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Cluster-10.248	0	0	8	0	0	0	0	0	1	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	326	0	0	1	0	0	0
Cluster-10.249	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Cluster-10.250	0	0	1	0	0	5	0	240	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	121	0	1	0	0	0	0	0	0	0	0	326	0	0	0
Cluster-10.251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.252	0	0	0	0	0	0	0	0	10	0	0	0	0	0	94	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.253	14	1	428	1	4760	0	286	107	20	1	5	0	3408	27	104	1	2	585	4	0	2	2	27	23	2	7	6	12	13	7	10	0	16	53	12	0	2	24	12	0	0	1672	7	0
